title,location,last_modified,price,seller_info,details,description,item_url
Kinderbike KUBike / Woom,9065 Ebenthal,"Zuletzt geändert:,03.07.2024, 10:36 Uhr",€ 700,Privatperson,"Kettenschaltung,Scheibenbremse,26 Zoll,Orange,Neuwertig,Selbstabholung",Verkaufe KUbike 26“ Disc.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderbike-kubike-woom-879360259/
NEUWERTIG Woom Fahrrad Größe 3 gelb,"Salzburg-Umgebung, Salzburg","Zuletzt geändert:,04.07.2024, 08:29 Uhr",€ 390,,"Gelb,Neuwertig,Selbstabholung",Neuwertiges Woom Fahhrad Größe 3,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/neuwertig-woom-fahrrad-groesse-3-gelb-1132521269/
Woom 3 mit Kotflügel,"Klagenfurt Land, Kärnten","Zuletzt geändert:,02.07.2024, 16:04 Uhr",€ 340,,"Violett,Gebraucht,Selbstabholung",Wegen Umstieg auf die nächste Größe abzugeben,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-mit-kotfluegel-1874365241/
Woom 3,"Sankt Johann im Pongau, Salzburg","Zuletzt geändert:,02.07.2024, 15:24 Uhr",€ 320,,"Blau,Gebraucht,Selbstabholung","Leichte Gebrauchsspuren vorhanden, guter Zustand.",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-2005973943/
"WOOM  1, 2. 3, 4, 5, 6 und WOOM OFF Modelle ""NEU""",2000 Stockerau,"Zuletzt geändert:,02.07.2024, 14:04 Uhr",,,"Kettenschaltung,Felgenbremse,bis 35 cm,20 Zoll,Mehrfarbig,Neu,Selbstabholung",,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-1-2-3-4-5-6-und-woom-off-modelle-neu-644080362/
(reserviert) Woom 2 Fahrrad Kinder,5585 Unternberg,"Zuletzt geändert:,03.07.2024, 12:23 Uhr",€ 280,Privatperson,"bis 35 cm,Rot,Gebraucht,Selbstabholung","Sehr schönes Woom 2 in Rot, Gebrauchsspuren vorhanden, aber voll einsatzfähig und sehr gut in Schuss, alles auf den Bildern ersichtlich",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-fahrrad-kinder-1090471203/
woom 2,7100 Neusiedl am See,"Zuletzt geändert:,03.07.2024, 09:24 Uhr",€ 290,Privatperson,"Blau,Gebraucht,Selbstabholung",Woom 2 mit Ständer,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-979655710/
Puky Cyke 16 Zoll Freilauf ähnlich woom,Tirol,"Zuletzt geändert:,02.07.2024, 12:01 Uhr",€ 140,,"bis 16 Zoll,Blau,Gebraucht,Selbstabholung",Wir haben die falsche Größe gekauft. Funktioniert tadellos.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/puky-cyke-16-zoll-freilauf-aehnlich-woom-1531759093/
Woom 3 in rot,"Neusiedl am See, Burgenland","Zuletzt geändert:,02.07.2024, 11:30 Uhr",€ 300,,"Rot,Gebraucht,Selbstabholung",,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-in-rot-1266065643/
Woom 5,"Korneuburg, Niederösterreich","Zuletzt geändert:,02.07.2024, 11:46 Uhr",€ 520,,"Blau,Neuwertig,Selbstabholung, Versand",Woom 5,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-5-886304333/
Woom 4 in grün,"Salzburg Stadt, Salzburg","Zuletzt geändert:,02.07.2024, 12:32 Uhr",€ 430,,"Kettenschaltung,Felgenbremse,20 Zoll,Grün,Gebraucht,Selbstabholung",,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-in-gruen-1440656481/
Woom 3,,"Zuletzt geändert:,02.07.2024, 10:53 Uhr",€ 300,,"Violett,Gebraucht,Selbstabholung",Wir verkaufen unser gern gefahrenes Woom 3 inkl. Ständer und Klingel.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-2079462775/
Woom 3 Kinderrad lila,6330 Kufstein,"Zuletzt geändert:,02.07.2024, 10:54 Uhr",€ 310,Privatperson,"Violett,Gebraucht,Selbstabholung, Versand",Ein fantastisches Rad für das Alter zwischen ca. 4-6 Jahren (105-120 cm) Die Kinder fühlen sich sicher auf diesem Rad und haben wirklich Spaß damit!,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderrad-lila-1003917702/
Woom 5,Tirol,"Zuletzt geändert:,02.07.2024, 10:19 Uhr",€ 500,,"Blau,Neuwertig,Selbstabholung",Sehr guter Zustand. Selbstabholung in Kitzbühel.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-5-1040639965/
Woom Off 4,"Mödling, Niederösterreich","Zuletzt geändert:,02.07.2024, 09:32 Uhr",€ 580,,"Kettenschaltung,Scheibenbremse,20 Zoll,Schwarz,Gebraucht,Selbstabholung",Das Rad ist gebraucht und in einem gepflegten Zustand.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-off-4-1877161508/
Woom 4,,"Zuletzt geändert:,02.07.2024, 09:52 Uhr",€ 420,,"Felgenbremse,20 Zoll,Grün,Gebraucht,Selbstabholung, Versand",Woom 4 in sehr gutem Zustand.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1619697538/
Woom 3,"Hallein, Salzburg","Zuletzt geändert:,02.07.2024, 07:59 Uhr",€ 270,,"bis 16 Zoll,Blau,Gebraucht,Selbstabholung","Leichtes Einsteigermodell, Mantel des Vorderreifen muss getauscht werden",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1474217205/
Pyro 20 Small,"1220 Wien, 22. Bezirk, Donaustadt","Zuletzt geändert:,02.07.2024, 08:48 Uhr",€ 320,Privatperson,"Kettenschaltung,Felgenbremse,bis 35 cm,20 Zoll,Blau,Gebraucht,Selbstabholung, Versand",Verkaufe Pyro(Kania) Twenty Small. Rahmenhöhe 24cm,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/pyro-20-small-915987239/
Woom 4,9871 Seeboden,"Zuletzt geändert:,02.07.2024, 07:29 Uhr",€ 430,Privatperson,"Kettenschaltung,Felgenbremse,Grün,Gebraucht,Selbstabholung, Versand",Verkaufe dieses Woom 4 in grün.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1836425768/
Woom Trinkflasche,,"Zuletzt geändert:,02.07.2024, 06:56 Uhr",€ 5,,"Rot,Gebraucht,Selbstabholung, Versand",Verkaufe hier eine Trinkflasche von Woom.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-trinkflasche-1542991057/
Woom 2 grün,"Graz, Steiermark","Zuletzt geändert:,04.07.2024, 16:48 Uhr",€ 299,,"Grün,Gebraucht,Selbstabholung",Wir verkaufen unser Woom 2 inkl Ständer in grün (Wir brauchen schon eine Nummer größer ).,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-gruen-1818389969/
"Woom 3 in blau, gebraucht","Lienz, Tirol","Zuletzt geändert:,02.07.2024, 06:33 Uhr",€ 295,,"Felgenbremse,bis 16 Zoll,Blau,Gebraucht,Selbstabholung","Zu klein geworden, gebraucht, hat einige Kratzer, grundgereinigt, funktioniert alles.",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-in-blau-gebraucht-1191808061/
Woom 4 in lila (vhb),"Bruck an der Leitha, Niederösterreich","Zuletzt geändert:,02.07.2024, 07:11 Uhr",€ 440,,"Felgenbremse,20 Zoll,Violett,Gebraucht,Selbstabholung","Verkaufe Woom 4 in lila inkl Gepäckträger, Kotflügel,  Flaschenhalter und Seitenständer.",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-in-lila-vhb-1623633643/
Woom 4 gruen,8045 Andritz,"Zuletzt geändert:,03.07.2024, 07:42 Uhr",€ 300,Privatperson,"Kettenschaltung,Felgenbremse,20 Zoll,Grün,Gebraucht,Selbstabholung",,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-gruen-2061538807/
Woom 3,"Graz, Steiermark","Zuletzt geändert:,01.07.2024, 22:53 Uhr",€ 290,,"Grün,Gebraucht,Selbstabholung",,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1367683176/
Woom 4 OFF,"Graz, Steiermark","Zuletzt geändert:,03.07.2024, 09:12 Uhr",€ 549,,"Kettenschaltung,Scheibenbremse,20 Zoll,Schwarz,Neuwertig,Selbstabholung, Versand",Kaum gefahrenes (siehe Reifenindikatoren) Woom 4 OFF mit den bekannten Merkmalen!,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-off-857112926/
Woom Kinderfahrrad 4,,"Zuletzt geändert:,01.07.2024, 22:14 Uhr",€ 380,,"Grün,Gebraucht,Selbstabholung, Versand","Kinderfahrrad, Marke: Woom 4, Farbe: grün, 8-Gang SRAM Schaltung",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-kinderfahrrad-4-1028421329/
Woom 3,Niederösterreich,"Zuletzt geändert:,05.07.2024, 20:04 Uhr",€ 360,,"Violett,Gebraucht,Selbstabholung, Versand",Super leichtes Woom 3 Fahrrad,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-933856118/
WOOM 4,"Korneuburg, Niederösterreich","Zuletzt geändert:,01.07.2024, 20:42 Uhr",€ 400,,"Kettenschaltung,Felgenbremse,20 Zoll,Gelb,Neuwertig,Selbstabholung",Verkaufen unser sehr gut erhaltenes WOOM 4 Fahrrad da unsere Tochter viel zu schnell gewachsen ist und bereits ein neues größeres Fahrrad brauchte.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1895876596/
Kinderfahrrad KUBikes 16L superlight (wie Woom),,"Zuletzt geändert:,01.07.2024, 20:54 Uhr",€ 225,,"Felgenbremse,bis 16 Zoll,Rosa,Gebraucht,Selbstabholung",,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-kubikes-16l-superlight-wie-woom-1362706299/
Verkaufe Woom 1 Plus mit Garantie,"Rohrbach, Oberösterreich","Zuletzt geändert:,02.07.2024, 09:21 Uhr",€ 250,,"bis 35 cm,bis 16 Zoll,Grün,Neuwertig,Selbstabholung",Verkaufe nur ganz wenig benutztes Laufrad der Marke Woom 1 Plus in der Farbe Grün.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/verkaufe-woom-1-plus-mit-garantie-2103818955/
Woom 5 Kinderfahrrad,"Hallein, Salzburg","Zuletzt geändert:,01.07.2024, 19:43 Uhr",€ 440,,"24 Zoll,Türkis,Neuwertig,Selbstabholung",Verkaufe Woom 5 in Türkis und wirklich Top Zustand. Kann jederzeit gerne besichtigt werden.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-5-kinderfahrrad-1917938861/
woom Original 4,"Neunkirchen, Niederösterreich","Zuletzt geändert:,01.07.2024, 20:01 Uhr",€ 410,,"20 Zoll,Gelb,Gebraucht,Selbstabholung",woom 4 in sehr gutem Zustand. Privatverkauf. Nur Selbstabholung. Kein Versand.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-original-4-992338898/
woom ORIGINAL 4 in woom Purple Haze - KINDERFAHRRAD DIREKT VOM HERSTELLER,3400 Klosterneuburg,"Zuletzt geändert:,03.07.2024, 08:55 Uhr",,,"Kettenschaltung,Felgenbremse,20 Zoll,Blau,Gebraucht,Selbstabholung",,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-original-4-in-woom-purple-haze-kinderfahrrad-direkt-vom-hersteller-2040085323/
3x woom ORIGINAL 3 Sunny Yellow - KINDERFAHRRAD DIREKT VOM HERSTELLER,3400 Klosterneuburg,"Zuletzt geändert:,05.07.2024, 15:07 Uhr",,,"bis 16 Zoll,Gelb,Gebraucht,Selbstabholung",,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/3x-woom-original-3-sunny-yellow-kinderfahrrad-direkt-vom-hersteller-1931030267/
Woom Fahrrad,Tirol,"Zuletzt geändert:,01.07.2024, 19:08 Uhr",€ 430,,"Felgenbremse,Rot,Neuwertig,Selbstabholung",Größe:,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-fahrrad-931594742/
WOOM 2 weiß,"1230 Wien, 23. Bezirk, Liesing","Zuletzt geändert:,01.07.2024, 18:21 Uhr",€ 220,Privatperson,"bis 16 Zoll,Weiß,Gebraucht,Selbstabholung","Verkaufe WOOM 2 weiß,älteres Modell,im gebrauchten Zustand,",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-weiss-1171798827/
Woom 3 Kinderfahrrad Erstbesitz,"Villach, Kärnten","Zuletzt geändert:,04.07.2024, 15:59 Uhr",€ 290,,"Rot,Gebraucht,Selbstabholung",Wir verkaufen unser WOOM 3 Kinderfahrrad in Rot.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-erstbesitz-1606532081/
(reserviert) Woom 2 gelb,"Sankt Pölten Land, Niederösterreich","Zuletzt geändert:,03.07.2024, 07:09 Uhr",€ 320,,"Gelb,Neuwertig,Selbstabholung","Verkaufen unser neuwertiges Woom 2. Es hat keine Kratzer, keine Abschürfungen, das Reifenprofil ist wie neu - inkl. Klingel und Ständer.",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-gelb-2036781488/
Woom 3,4850 Timelkam,"Zuletzt geändert:,01.07.2024, 18:17 Uhr",€ 300,Privatperson,"Felgenbremse,bis 16 Zoll,Gelb,Gebraucht,Selbstabholung, Versand",Verkaufe gebrauchtes Woom 3 in gutem Zustand.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-813921984/
2x woom ORIGINAL 6 in woom Red - KINDERFAHRRAD DIREKT VOM HERSTELLER,3400 Klosterneuburg,"Zuletzt geändert:,04.07.2024, 13:49 Uhr",,,"Kettenschaltung,Felgenbremse,26 Zoll,Rot,Gebraucht,Selbstabholung",,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/2x-woom-original-6-in-woom-red-kinderfahrrad-direkt-vom-hersteller-1680210572/
Woom 2 fahrrad,8081 Heiligenkreuz am Waasen,"Zuletzt geändert:,01.07.2024, 20:34 Uhr",€ 300,Privatperson,"Rot,Gebraucht,Selbstabholung",Mit Helm grösse xs 46-50 cm wurde selten gefahren,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-fahrrad-1005417844/
Bulls tokee ALU 12 Zoll Kinderrad,"1220 Wien, 22. Bezirk, Donaustadt","Zuletzt geändert:,01.07.2024, 17:44 Uhr",€ 55,Privatperson,"bis 16 Zoll,Weiß,Gebraucht,Selbstabholung",Bulls Tokee XC ALU 12 Zoll Kinder MTB,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/bulls-tokee-alu-12-zoll-kinderrad-1096454517/
Woom 3,,"Zuletzt geändert:,01.07.2024, 17:12 Uhr",€ 400,,"bis 16 Zoll,Blau,Gebraucht,Selbstabholung, Versand",,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1991493441/
Kinderfahrrad Woom 4 20 Zoll,"Salzburg Stadt, Salzburg","Zuletzt geändert:,05.07.2024, 21:41 Uhr",€ 370,,"Kettenschaltung,Felgenbremse,bis 35 cm,20 Zoll,Mehrfarbig,Gebraucht,Selbstabholung",,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-4-20-zoll-2098730604/
"Woom 2, lila","Amstetten, Niederösterreich","Zuletzt geändert:,01.07.2024, 16:43 Uhr",€ 350,,"Violett,Gebraucht,Selbstabholung",,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-lila-1323638315/
WOOM 4 ROT UND BLAU,3443 Sieghartskirchen,"Zuletzt geändert:,01.07.2024, 16:03 Uhr",€ 350,Privatperson,"Blau,Gebraucht,Selbstabholung","Woom 4 blau und rot gebraucht zu verkaufen. Inklusive Flaschenhalter, Ständer und Klingel. Leichte Mängel siehe Fotos.",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-rot-und-blau-804573366/
Woom 5 Fahrrad,3623 Kottes,"Zuletzt geändert:,01.07.2024, 16:15 Uhr",€ 330,Privatperson,"Grün,Gebraucht,Selbstabholung",,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-5-fahrrad-804838455/
Woom 4 BLAU,3443 Sieghartskirchen,"Zuletzt geändert:,01.07.2024, 16:00 Uhr",€ 350,Privatperson,"Blau,Gebraucht,Selbstabholung","Woom 4 blau und rot gebraucht zu verkaufen. Inklusive Flaschenhalter, Ständer und Klingel. Leichte Mängel siehe Fotos.",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-blau-1990716341/
Woom 4,"Rohrbach, Oberösterreich","Zuletzt geändert:,01.07.2024, 17:01 Uhr",€ 450,,"20 Zoll,Rot,Gebraucht,Selbstabholung","Verkaufe ein Woom4 in der Farbe rot inkl. Seitenständer, Klingel und Getränkehalter in sehr gepflegtem Zustand . Service wurde gerade gemacht. Besichtigung jederzeit möglich.",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1559816128/
Woom 4 ROT,3443 Sieghartskirchen,"Zuletzt geändert:,01.07.2024, 16:00 Uhr",€ 350,Privatperson,"Rot,Gebraucht,Selbstabholung",Woom 4 rot und blau gebraucht zu verkaufen - inklusive Flaschenhalter u Ständer. Leichte Mängel siehe Fotos.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-rot-1953635794/
Woom 4,6414 Barwies,"Zuletzt geändert:,01.07.2024, 15:20 Uhr",€ 450,Privatperson,"Kettenschaltung,Felgenbremse,20 Zoll,Gelb,Gebraucht,Selbstabholung",Sehr gepflegtes Fahrrad. 1Saison von 1Kind gefahren. Rechnung und Garantie vorhanden.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1346173339/
Woom 4,,"Zuletzt geändert:,01.07.2024, 15:08 Uhr",€ 450,,"Violett,Neuwertig,Selbstabholung",,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1537620451/
Woom 3 Kinderfahrrad,"1220 Wien, 22. Bezirk, Donaustadt","Zuletzt geändert:,01.07.2024, 15:11 Uhr",€ 350,Privatperson,"Gelb,Gebraucht,Selbstabholung",,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-780409241/
Woom 4,"Bruck an der Leitha, Niederösterreich","Zuletzt geändert:,01.07.2024, 14:57 Uhr",€ 380,,"Nabenschaltung,Scheibenbremse,20 Zoll,Gelb,Gebraucht,Selbstabholung, Versand",Drei Saisonen gefahren mit normalen Gebrauchsspuren. Originale Flaschenhalterung und Klingel inkl.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1596145060/
Woom 3 Kinderfahrrad,"Baden, Niederösterreich","Zuletzt geändert:,01.07.2024, 13:56 Uhr",€ 290,,"Grün,Gebraucht,Selbstabholung",Grünes Woom.Fahrrafd abzugeben,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-1805465001/
Woom 4 Sunnyyellow inkl. Seitenständer,"Bruck an der Leitha, Niederösterreich","Zuletzt geändert:,01.07.2024, 14:27 Uhr",€ 450,,"Gelb,Gebraucht,Selbstabholung",Sehr gepflegt. Ohne Mängel.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-sunnyyellow-inkl-seitenstaender-1887949204/
Woom 3,4407 Dietach,"Zuletzt geändert:,01.07.2024, 11:33 Uhr",€ 400,Privatperson,"36 cm,bis 16 Zoll,Grün,Neuwertig,Selbstabholung",Verkaufe ein Woom 3 sehr selten gefahren,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-2036150005/
Woom 3,4860 Alt Lenzing,"Zuletzt geändert:,01.07.2024, 13:09 Uhr",€ 350,Privatperson,"Rot,Gebraucht,Selbstabholung, Versand",Verkaufen gebrauchtes aber gut erhaltenes woom 3 in rot mit Helm gr m,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1957831007/
"Woom 3, blau inkl. Helm","Korneuburg, Niederösterreich","Zuletzt geändert:,01.07.2024, 13:29 Uhr",€ 290,,"Blau,Gebraucht,Selbstabholung",Verkaufen unser Woom 3 inkl. blauem Woom Helm Gr. M (wegen Umstieg auf die nächste Größe ;)!),https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-blau-inkl-helm-884892619/
Woom 4 - Kinderfahrrad - Lila (fast neu),,"Zuletzt geändert:,05.07.2024, 16:57 Uhr",€ 485,,"50 cm,20 Zoll,Violett,Neuwertig,Selbstabholung",,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-kinderfahrrad-lila-fast-neu-1113296440/
Woom Kinderfahrrad 20 Zoll,5113 Aglassing,"Zuletzt geändert:,01.07.2024, 10:50 Uhr",€ 330,Privatperson,"Kettenschaltung,Felgenbremse,bis 35 cm,20 Zoll,Violett,Gebraucht,Selbstabholung","Guter gebrauchter Zustand, wenig gefahren!",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-kinderfahrrad-20-zoll-1963649065/
(reserviert) Neuwertiges Woom 3 in Lila,,"Zuletzt geändert:,01.07.2024, 19:24 Uhr",€ 330,,"Violett,Neuwertig,Selbstabholung",,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/neuwertiges-woom-3-in-lila-1045195276/
Woom 3,,"Zuletzt geändert:,01.07.2024, 10:37 Uhr",€ 350,,"bis 16 Zoll,Violett,Gebraucht,Selbstabholung, Versand",,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-782789515/
Woom 3 (ohne Sterne),"Braunau am Inn, Oberösterreich","Zuletzt geändert:,01.07.2024, 08:24 Uhr",€ 350,,"Kettenschaltung,Felgenbremse,bis 35 cm,bis 16 Zoll,Rot,Gebraucht,Selbstabholung",Woom 3 in rot mit Fahrradständer,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-ohne-sterne-1225951883/
(reserviert) Woom 6,"Oberpullendorf, Burgenland","Zuletzt geändert:,01.07.2024, 17:20 Uhr",€ 450,,"Kettenschaltung,Felgenbremse,26 Zoll,Violett,Gebraucht,Selbstabholung","Verkaufe gebrauchtes, wenig gefahrenes Kinderfahrrad Woom 6 in Violtt.",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-6-916692006/
Woom 3 grün,"Kitzbühel, Tirol","Zuletzt geändert:,01.07.2024, 07:11 Uhr",€ 370,,"bis 16 Zoll,Grün,Gebraucht,Selbstabholung",Verkaufe Woom Bike 3 in grün mit Ständer und Licht.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-gruen-1685116189/
Early Rider 16 Zoll,"1220 Wien, 22. Bezirk, Donaustadt","Zuletzt geändert:,01.07.2024, 07:49 Uhr",€ 229,Privatperson,"bis 16 Zoll,Silber,Gebraucht,Selbstabholung","absolutes top Fahrrad: Riemenantrieb, Single Speed, Felgenbremse.",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/early-rider-16-zoll-1100282726/
"Woom 3 Kinder Fahrrad, tolle Qualität, perfekt für Anfänger","Wels-Land, Oberösterreich","Zuletzt geändert:,01.07.2024, 07:58 Uhr",€ 330,,"Blau,Gebraucht,Selbstabholung","Tolle Woom 3 Fahrrad für Kinder, perfekt für Anfänger, ausgezeichnete Marken Qualität mit Schmutzfang Flügeln, Klinge",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinder-fahrrad-tolle-qualitaet-perfekt-fuer-anfaenger-1318615097/
Fahrrad Mädchenrad Kinderfahrrad Bike günstige Alternative zu einem Woom 3 4 5 Fahrrad Rad,Kärnten,"Zuletzt geändert:,01.07.2024, 06:31 Uhr",€ 130,,"Kettenschaltung,Felgenbremse,bis 35 cm,20 Zoll,Mehrfarbig,Gebraucht,Selbstabholung, Versand",Verkaufe gebrauchtes  Mädchenrad mit 20 Zoll Laufrädern.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/fahrrad-maedchenrad-kinderfahrrad-bike-guenstige-alternative-zu-einem-woom-3-4-5-fahrrad-rad-1090989940/
Woom 4,"1050 Wien, 05. Bezirk, Margareten","Zuletzt geändert:,01.07.2024, 07:08 Uhr",€ 400,Privatperson,"Gelb,Gebraucht,Selbstabholung",Woom 4,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1501974797/
Woom 3 Rot,"Tulln, Niederösterreich","Zuletzt geändert:,01.07.2024, 06:30 Uhr",€ 325,,"Rot,Neuwertig,Selbstabholung",Verkaufe unser Woom 3 in Rot.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-rot-1068082795/
"Kinderfahrrad Kokua like to bike 16"" SRAM!","Bruck an der Leitha, Niederösterreich","Zuletzt geändert:,01.07.2024, 05:26 Uhr",€ 290,,"bis 16 Zoll,Violett,Gebraucht,Selbstabholung",,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-kokua-like-to-bike-16-sram-2099542165/
Fahrradhelm Woom Größe M,"1130 Wien, 13. Bezirk, Hietzing","Zuletzt geändert:,01.07.2024, 05:57 Uhr",€ 30,Privatperson,"Rot,Gebraucht,Selbstabholung, Versand","Woom Fahrradhelm, Größe M, Gebrauchtspuren",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/fahrradhelm-woom-groesse-m-949380467/
Woom 4,"Tulln, Niederösterreich","Zuletzt geändert:,01.07.2024, 02:00 Uhr",€ 420,,"Grün,Gebraucht,Selbstabholung","Woom 4 in tollem Zustand , inklusive Ständer und Glocke .",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-2012253570/
WOOM 4,Tirol,"Zuletzt geändert:,01.07.2024, 09:28 Uhr",€ 410,,"20 Zoll,Rot,Gebraucht,Selbstabholung",Sehr gut erhaltenes WOOM 4 zu verkaufen. Nähere Infos bei Interesse.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-783391965/
Woom 3 Kinderfahrrad,,"Zuletzt geändert:,30.06.2024, 23:51 Uhr",€ 380,,"Rot,Neuwertig,Selbstabholung",Verkaufe fast nie und gut erhaltenes Woom 3 Fahrrad für Kinder zwischen 4-6 Jahre,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-1917890613/
